,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,gps_code,iata_code
1,small_airport,Aero B Ranch Airport,38.704022,-101.473911,3435.0,,US,00AA,
2,small_airport,Lowell Field,59.94919968,-151.695999146,450.0,,US,00AK,
3,small_airport,Epps Airpark,34.86479949951172,-86.77030181884766,820.0,,US,00AL,
5,small_airport,Fulton Airport,34.9428028,-97.8180194,1100.0,,US,00AS,
6,small_airport,Cordes Airport,34.305599212646484,-112.16500091552734,3810.0,,US,00AZ,
7,small_airport,Goldstone /Gts/ Airport,35.350498199499995,-116.888000488,3038.0,,US,00CA,
8,small_airport,Williams Ag Airport,39.427188,-121.763427,87.0,,US,00CL,
11,small_airport,Grass Patch Airport,28.64550018310547,-82.21900177001953,53.0,,US,00FA,
13,small_airport,River Oak Airport,27.230899810791016,-80.96920013427734,35.0,,US,00FL,
14,small_airport,Lt World Airport,33.76750183105469,-84.06829833984375,700.0,,US,00GA,
17,small_airport,Delta Shores Airport,48.145301818847656,-116.21399688720705,2064.0,,US,00ID,
18,small_airport,Goltl Airport,39.724028,-101.395994,3359.0,,US,00IG,
20,small_airport,Hammer Airport,41.97840118408203,-89.5604019165039,840.0,,US,00IL,
22,small_airport,Hayenga's Cant Find Farms Airport,40.02560043334961,-89.1229019165039,820.0,,US,00IS,
23,small_airport,Hayden Farm Airport,38.72779846191406,-94.93049621582033,1100.0,,US,00KS,
24,small_airport,Robbins Roost Airport,37.409400939941406,-84.61969757080078,1265.0,,US,00KY,
27,small_airport,Lejeune Airport,30.13629913330078,-92.4293975830078,12.0,,US,00LS,
28,small_airport,Slater Field,38.75709915161133,-75.75379943847656,45.0,,US,00MD,
30,small_airport,Battle Lake Municipal Airport,46.29999923706055,-95.70030212402344,1365.0,,US,00MN,
31,small_airport,Cooper Flying Service Airport,37.202800750732,-94.412399291992,970.0,,US,00MO,
33,small_airport,Bucks Airport,39.47320175170898,-75.1852035522461,105.0,,US,00N,
34,small_airport,North Raleigh Airport,36.08520126342773,-78.37139892578125,348.0,,US,00NC,
37,small_airport,Weiss Airfield,42.90010070800781,-77.49970245361328,1000.0,,US,00NY,
40,small_airport,Gull Bay Landing Airport,36.198598,-96.217693,960.0,,US,00OK,
43,small_airport,Ferrell Field,41.2995,-80.211111,1301.0,,US,00PN,
45,small_airport,McKenzie Bridge State Airport,44.181466,-122.086,1620.0,,US,,
46,small_airport,Flying O Airport,34.0093994140625,-80.26719665527344,150.0,,US,00SC,
47,small_airport,Homan Field,44.809158,-96.498897,1590.0,,US,00SD,
50,small_airport,Ragsdale Road Airport,35.515899658203125,-85.95359802246094,1100.0,,US,00TN,
51,small_airport,Alpine Range Airport,32.607601165771484,-97.24199676513672,670.0,,US,00TS,
54,small_airport,Vaughan Airport,36.57600021,-78.9991684,551.0,,US,00VA,
55,small_airport,Groundhog Mountain Airport,36.66329956054688,-80.49949645996094,2680.0,,US,00VI,
56,small_airport,Lower Granite State Airport,46.672884,-117.441933,719.0,,US,,
57,small_airport,Howell Airport,47.17839813232422,-122.77200317382812,150.0,,US,00WA,
58,small_airport,Northern Lite Airport,44.304298400878906,-89.05010223388672,860.0,,US,00WI,
59,small_airport,Hawks Run Airport,46.25,-117.2490005493164,2900.0,,US,00WN,
60,small_airport,Lazy J. Aerodrome,38.82889938354492,-79.86609649658203,2060.0,,US,00WV,
62,small_airport,L P Askew Farms Airport,33.03340148925781,-101.93399810791016,3110.0,,US,00XS,
63,small_airport,Purkeypile Airport,62.94359970092773,-152.27000427246094,1950.0,,US,01A,
65,small_airport,Ware Island Airport,32.94599914550781,-86.51390075683594,344.0,,US,01AL,
70,small_airport,Swansboro Country Airport,38.79990005493164,-120.73400115966795,2594.0,,US,01CL,
74,small_airport,Rybolt Ranch Airport,28.589399337768555,-81.14420318603516,55.0,,US,01FA,
76,small_airport,Cedar Knoll Flying Ranch Airport,28.78190040588379,-81.1592025756836,19.0,,US,01FL,
78,small_airport,The Farm Airport,32.674400329589844,-82.77110290527344,375.0,,US,01GE,
79,small_airport,Stender Airport,41.66109848022461,-90.74130249023438,725.0,,US,01IA,
80,small_airport,Lava Hot Springs Airport,42.6082,-112.031998,5268.0,,US,01ID,
81,small_airport,Myers Field,39.8849983215332,-86.50669860839844,950.0,,US,01II,
84,small_airport,William E. Koenig Airport,39.01620101928711,-90.31819915771484,670.0,,US,01IS,
85,small_airport,Hilliard Airpark,30.68630027770996,-81.90570068359375,59.0,,US,01J,
86,small_airport,Caldwell Municipal Airport,37.03609848022461,-97.5864028930664,1157.0,,US,01K,
87,small_airport,Flying N Ranch Airport,38.54059982299805,-97.00330352783205,1485.0,,US,01KS,
89,small_airport,Barham Airport,32.638999938964844,-91.77369689941406,90.0,,US,01LA,
90,small_airport,Schumaier Restricted Landing Area,38.12580108642578,-89.46389770507812,555.0,,US,01LL,
91,small_airport,Country Breeze Airport,30.70599937438965,-91.07740020751952,125.0,,US,01LS,
98,small_airport,Crystal Lakes Resort Airport,48.789100646972656,-114.87999725341795,3141.0,,US,01MT,
99,small_airport,Topsail Airpark,34.47529983520508,-77.5813980102539,65.0,,US,01NC,
100,small_airport,Detour Airport,40.84360122680664,-100.65299987792967,3000.0,,US,01NE,
101,small_airport,Moore Airfield,43.6445,-72.086998,835.0,,US,01NH,
103,small_airport,Champion Ranch Airport,33.008611,-104.540278,3630.0,,US,01NM,
104,small_airport,Lantana Ranch Airport,38.76390075683594,-119.0270004272461,4600.0,,US,01NV,
110,small_airport,Bierly(Personal Use) Airport,40.93059921264648,-77.73889923095703,960.0,,US,01PN,
111,small_airport,Nort's Resort Airport,41.59590148925781,-76.02960205078125,1040.0,,US,01PS,
112,small_airport,York Airport,35.032100677490234,-81.25279998779297,779.0,,US,01SC,
114,small_airport,Smith Field,32.73759841918945,-96.4280014038086,505.0,,US,01TE,
115,small_airport,Colonial Air Park,34.99589920043945,-89.73059844970703,370.0,,US,01TN,
119,small_airport,Duckwater Airport,38.851600646972656,-115.63400268554688,5124.0,,US,01U,
120,small_airport,La Sal Junction Airport,38.30830001831055,-109.39600372314452,6000.0,,US,01UT,
121,small_airport,Pickles Airport,39.125,-77.9250030518,500.0,,US,01VA,
123,small_airport,Prehn Cranberry Company Airport,44.0099983215332,-90.38919830322266,930.0,,US,01WI,
126,small_airport,Keyhole Airport,44.347198486328125,-104.81099700927734,4250.0,,US,01WY,
129,small_airport,Barefoot Airport,61.506147,-149.912825,160.0,,US,02AA,
130,small_airport,Rustic Wilderness Airport,61.876907,-150.097626,190.0,,US,02AK,
131,small_airport,Bass Field,30.37150001525879,-87.76439666748047,61.0,,US,02AL,
135,small_airport,Shannon Field,34.129600524902344,-90.52400207519533,165.0,,US,02CD,
136,small_airport,Conover Air Lodge Airport,34.761101,-119.058998,5160.0,,US,02CL,
137,small_airport,Mc Cullough Airport,37.64329910279999,-106.04699707,7615.0,,US,02CO,
139,small_airport,Osborn Airfield,28.52669906616211,-81.87480163574219,121.0,,US,02FA,
140,small_airport,Triple R Ranch Airport,30.950976,-86.635555,209.0,,US,02FD,
142,small_airport,Doug Bolton Field,34.202598571777344,-83.42900085449219,884.0,,US,02GA,
143,small_airport,Etowah Fields Airport,34.17530059814453,-84.92440032958984,710.0,,US,02GE,
146,small_airport,Morgan Ranch Airport,44.55550003051758,-115.30500030517578,5634.0,,US,02ID,
147,small_airport,King Ultralightport,40.06230163574219,-86.21050262451172,925.0,,US,02II,
148,small_airport,Diamond P. Field,40.20890045166016,-85.54080200195312,904.0,,US,02IN,
150,small_airport,Jmj Landing Airport,39.222198486328125,-96.0552978515625,1170.0,,US,02KS,
156,small_airport,Garner Field,38.672544,-76.709739,141.0,,US,02MD,
157,small_airport,Nadeau's Airfield,43.537467,-70.930685,700.0,,US,02ME,
158,small_airport,Fairplains Airpark,43.15710067749024,-85.14849853515625,850.0,,US,02MI,
159,small_airport,Greenbush Municipal Airport,48.68330001831055,-96.19200134277344,1070.0,,US,02MN,
160,small_airport,Troy Airpark,39.04999923706055,-91.03350067138672,650.0,,US,02MO,
161,small_airport,Watts Field,34.100101470947266,-90.8468017578125,153.0,,US,02MS,
165,small_airport,Benes Service Airport,41.074501037597656,-96.90450286865234,1550.0,,US,02NE,
168,small_airport,Paiute Meadows Airport,41.30329895019531,-118.5979995727539,4443.0,,US,02NV,
170,small_airport,Zimmerman Airport,41.37639999389648,-83.08329772949219,614.0,,US,02OH,
171,small_airport,Murtha Airport,41.80199813842773,-80.56539916992188,950.0,,US,02OI,
174,small_airport,Rowena Dell Airport,45.68149948120117,-121.31600189208984,705.0,,US,02OR,
178,small_airport,Cuylers Airport,18.45330047607422,-66.36689758300781,15.0,,PR,02PR,
179,small_airport,Hughes Ultralightport,41.90060043334961,-77.23030090332031,1700.0,,US,02PS,
180,small_airport,Harpers Airport,32.75849914550781,-81.22480010986328,111.0,,US,02SC,
181,small_airport,Wise River Airport,45.76910018920898,-112.98200225830078,5830.0,,US,02T,
184,small_airport,Ellis Field,35.780601501464844,-86.58419799804688,840.0,,US,02TN,
187,small_airport,Lucin Airport,41.36629867553711,-113.84300231933594,4412.0,,US,02UT,
188,small_airport,The Greenhouse Airport,38.43569946289063,-77.8572006225586,320.0,,US,02VA,
190,small_airport,Cawleys South Prairie Airport,47.15230178833008,-122.09400177001952,690.0,,US,02WA,
191,small_airport,Beer Airport,45.03189849853516,-92.65579986572266,920.0,,US,02WI,
192,small_airport,Fowler Field,48.74580001831055,-119.31900024414062,2150.0,,US,02WN,
193,small_airport,JLS Farms Airport,33.591319,-95.882864,675.0,,US,02XA,
199,small_airport,Thompson International Aviation Airport,31.433399200439453,-110.08399963378906,4275.0,,US,03AZ,
201,small_airport,Kugel-Strong Airport,40.2125015259,-104.744003296,4950.0,,US,03CO,
202,small_airport,Lake Persimmon Airstrip,27.353099822998047,-81.40809631347656,70.0,,US,03FA,
205,small_airport,HIA Airport,32.5623056,-81.8576944,238.0,,US,03GA,
207,small_airport,East Field,41.58190155029297,-92.4613037109375,954.0,,US,03IA,
208,small_airport,Flying Y Ranch Airport,44.7943000793457,-116.53299713134766,3180.0,,US,03ID,
209,small_airport,Davis Field Ultralightport,37.9620018005,-87.7789001465,465.0,,US,03II,
210,small_airport,Wix Airport,41.40230178833008,-87.81670379638672,750.0,,US,03IL,
211,small_airport,Heinzman Airport,40.18000030517578,-86.01249694824219,850.0,,US,03IN,
214,small_airport,Flying H Farms Airport,37.79169845581055,-87.54139709472656,385.0,,US,03KY,
218,small_airport,Hadley Airport,42.39310073852539,-72.552001953125,150.0,,US,03MA,
220,small_airport,Maple Ridge Airport,44.08420181274414,-70.6272964477539,556.0,,US,03ME,
222,small_airport,Nauerth Land Ranch Airport,43.62519836425781,-95.22470092773438,1435.0,,US,03MN,
225,small_airport,Cascade Field,47.267327,-111.71748,3580.0,,US,3MT7,
226,small_airport,Mc Donnell Airport,38.4925003052,-94.41249847410002,874.0,,US,03MU,
227,small_airport,Utirik Airport,11.222,169.852005,4.0,OC,MH,K03N,UTK
228,small_airport,Pilots Ridge Airport,34.10430145263672,-77.9041976928711,35.0,,US,03NC,
229,small_airport,Olafson Brothers Airport,48.62639999389648,-97.8290023803711,1045.0,,US,03ND,
230,small_airport,Hyde Ranch Airport,41.5463981628418,-99.3311996459961,2430.0,,US,03NE,
233,small_airport,Llama Ranch Airport,40.58440017700195,-115.2979965209961,6120.0,,US,03NV,
234,small_airport,Talmage Field,40.95840072631836,-72.716796875,95.0,,US,03NY,
235,small_airport,Gibbs Field,41.418399810791016,-83.01740264892578,580.0,,US,03OH,
237,small_airport,Sahoma Lake Airport,36.04119873046875,-96.1613998413086,890.0,,US,03OK,
238,small_airport,Powwatka Ridge Airport,45.85540008544922,-117.48400115966795,3340.0,,US,03OR,
241,small_airport,Sun View Field Airport,39.065947,-94.921703,980.0,,US,03PR,
243,small_airport,Sandy River Airport,45.401798248291016,-122.22899627685548,704.0,,US,03S,
246,small_airport,Barronena Ranch Airport,27.491100311279297,-98.66950225830078,600.0,,US,03TE,
249,small_airport,Brazos Polo Airport,29.632117,-95.932481,117.0,,US,03TT,
251,small_airport,A Z Minerals Corporation Airport,37.12080001831055,-109.98600006103516,5315.0,,US,03UT,
253,small_airport,Spangle Field,47.408199310302734,-117.37200164794922,2440.0,,US,03WA,
254,small_airport,Zink Airport,44.028873,-88.883945,880.0,,US,03WI,
255,small_airport,Aerostone Ranch Airport,45.875,-120.66999816894533,2320.0,,US,03WN,
256,small_airport,Creekside Airport,31.318099975585938,-100.75399780273438,2100.0,,US,03XS,
257,small_airport,Flying W Ranch Airport,60.535833,-150.811387,250.0,,US,04AA,
261,small_airport,Gray Butte Field,34.5639,-117.675003,3020.0,,US,KGXA,
262,small_airport,Hunt's Sky Ranch Airport,33.08169937133789,-116.44100189208984,2310.0,,US,04CL,
265,small_airport,Richards Field,25.55870056152344,-80.51509857177734,9.0,,US,04FA,
267,small_airport,Cross Creek Farms Airport,29.23940086364746,-81.22200012207031,30.0,,US,04FL,
268,small_airport,Columbus Southwest Airport,39.91120147705078,-83.18879699707031,920.0,,US,04I,
269,small_airport,Middlekoop Airport,41.08829879760742,-92.05460357666016,801.0,,US,04IA,
270,small_airport,Lanham Field,43.87770080566406,-116.53700256347656,2343.0,,US,04ID,
271,small_airport,Turkey Run Airport,41.13059997558594,-84.99410247802734,765.0,,US,04II,
272,small_airport,Schertz Aerial Service - Hudson Airport,40.6375007629,-89.0070037842,755.0,,US,04IL,
274,small_airport,Van Gorder Airport,40.1786003112793,-88.56900024414062,728.0,,US,04IS,
276,small_airport,Natchez Trace Farm Airport,37.135101318359375,-85.78939819335938,710.0,,US,04KY,
278,small_airport,Brunner Airport,42.13610076904297,-88.28759765625,750.0,,US,04LL,
280,small_airport,Goddard Field,42.810908,-71.140959,200.0,,US,04MA,
282,small_airport,Beech Hill Airport,44.66669845581055,-69.8938980102539,625.0,,US,04ME,
283,small_airport,Rapids Airway Airport,42.53450012207031,-84.62830352783203,880.0,,US,04MI,
284,small_airport,Helblad Airport,47.985801696777344,-94.68689727783205,1195.0,,US,04MN,
285,small_airport,Airpark Private Airport,39.30120086669922,-91.45149993896484,767.0,,US,04MO,
286,small_airport,Nick's Flying Service Inc Airport,32.9396018982,-90.8373031616,100.0,,US,04MS,
287,small_airport,Pluhar Airport,47.13749777779999,-106.488095,2715.0,,US,04MT,
289,small_airport,Mc Connell Field Airport,41.1599998474,-101.299003601,3035.0,,US,04NE,
290,small_airport,Emmanuel Airport,39.5968017578,-75.2334976196,155.0,,US,04NJ,
291,small_airport,Kingston Ranch Airport,35.7555007935,-115.665000916,2620.0,,US,04NV,
292,small_airport,Klaverack Airport,42.262298584,-73.6961975098,250.0,,US,04NY,
296,small_airport,Collins Landing Strip,44.7499008179,-120.200996399,1500.0,,US,04OR,
303,small_airport,Hensley Airpark,36.1833000183,-82.67890167239999,1430.0,,US,04TN,
305,small_airport,4D Ranch Airport,29.713072,-99.545642,1550.0,,US,04TT,
306,small_airport,Pocock Airport,31.732779,-97.369326,565.0,,US,04TX,
307,small_airport,Navajo Mountain Airport,37.008301,-110.794998,6160.0,,US,04UT,
308,small_airport,Saguache Municipal Airport,38.0990833,-106.1743889,7826.0,,US,04V,
310,small_airport,Manquin Flight Park Ultralightport,37.7144012451,-77.21179962160001,50.0,,US,04VG,
311,small_airport,Lightning Bolt Field Airport,44.4011001587,-72.26360321039999,2156.0,,US,04VT,
312,small_airport,Field of Dreams Airport,46.0228004456,-92.895401001,1021.0,,US,04W,
313,small_airport,Ox Meadows Airport,47.5817985535,-117.43699646,2345.0,,US,04WA,
314,small_airport,Dutch Gap Airstrip,42.523399353,-88.0167007446,760.0,,US,04WI,
315,small_airport,Stillwater Creek Airport,46.95835,-119.63864,1510.0,,US,04WN,
317,small_airport,Pecan Field,33.283933,-98.402861,1130.0,,US,04XA,
319,small_airport,Wasilla Creek Airpark,61.66830063,-149.1880035,620.0,,US,05AK,
321,small_airport,Ozark Skies Airpark,36.000633,-93.57025,1900.0,,US,05AR,
325,small_airport,Pope Valley Airport,38.6106987,-122.39099884,618.0,,US,05CL,
326,small_airport,Rancho De Aereo Airport,40.2149839,-104.9844228,4978.0,,US,05CO,
328,small_airport,Melanie's Airport,30.91889953613281,-86.21829986572266,295.0,,US,05FA,
330,small_airport,Charlton Strip,26.523099899291992,-81.4083023071289,36.0,,US,05FL,
331,small_airport,Raju Airport,32.0713996887207,-84.71440124511719,625.0,,US,05GA,
332,small_airport,Spotts Field,43.13750076293945,-93.06829833984376,1155.0,,US,05IA,
333,small_airport,Running Creek Ranch Airport,45.914101,-114.835999,2969.0,,US,05ID,
334,small_airport,Reichhart Airport,41.02870178222656,-84.99720001220703,795.0,,US,05II,
335,small_airport,Classic Landings Airport,41.156700134277344,-88.0167007446289,635.0,,US,05IL,
336,small_airport,Cooper Airport,39.641998291015625,-86.50420379638672,860.0,,US,05IN,
337,small_airport,Hardy Airport,39.72589874267578,-89.26399993896484,605.0,,US,05IS,
338,small_airport,Darbro Field,37.26620101928711,-95.95919799804688,945.0,,US,05KS,
339,small_airport,Cartersville Airport,37.53575,-84.407303,1070.0,,US,05KY,
340,small_airport,Greg's Flying Service Airport,32.26530075073242,-91.6977996826172,76.0,,US,05LA,
342,small_airport,Grass Roots Airport,31.252148,-92.47569,83.0,,US,05LS,
345,small_airport,Breezecroft Airport,39.250099182128906,-76.2052001953125,20.0,,US,05MD,
346,small_airport,Drisko Airport,44.65700149536133,-67.55919647216797,70.0,,US,05ME,
350,small_airport,Jones Landing,45.815368,-111.152163,4364.0,,US,05MT,
352,small_airport,Mc Kay Airport,41.7221984863,-98.3089981079,2010.0,,US,05NE,
355,small_airport,Baker Ranches Airport,39.0311,-114.088219,5180.0,,US,05NV,
357,small_airport,Dorlon Airpark,41.28839874267578,-81.96260070800781,830.0,,US,05OI,
359,small_airport,Peacock Ranch Airport,45.44150161743164,-117.35099792480467,3500.0,,US,05OR,
362,small_airport,Mills Brothers Airport,40.142799377441406,-77.86190032958984,1210.0,,US,05PS,
363,small_airport,Vernonia Airfield,45.85150146484375,-123.24199676513672,647.0,,US,05S,
364,small_airport,Brandes Air Field,29.80909919738769,-96.26509857177734,276.0,,US,05TA,
365,small_airport,Hilde-Griff Field,30.72209930419922,-97.79139709472656,950.0,,US,05TE,
367,small_airport,Dew Drop Airport,33.12929916381836,-97.3585968017578,750.0,,US,05TS,
368,small_airport,Circle 'A' Ranch Airport,32.128974,-97.404582,608.0,,US,05TX,
370,small_airport,Blanca Airport,37.41109848022461,-105.552001953125,7720.0,,US,05V,
371,small_airport,Providence Airport,37.22420120239258,-78.4186019897461,445.0,,US,05VA,
374,small_airport,Ames Private Airport,42.651100158691406,-88.74590301513672,958.0,,US,05WI,
375,small_airport,Flat Creek Field,48.702222,-118.0475,1570.0,,US,05WN,
377,small_airport,Johnson Memorial Airport,33.07929992675781,-91.54319763183594,105.0,,US,05XS,
378,small_airport,Henning Municipal Airport,46.30379867553711,-95.4394989013672,1455.0,,US,05Y,
379,small_airport,Twisted Sisters Airport,60.540256,-150.813827,260.0,,US,06AA,
380,small_airport,June Lake Airpark,61.627619,-149.575331,425.0,,US,06AK,
382,small_airport,Bondair Airport,35.54449844360352,-92.18489837646484,499.0,,US,06AR,
387,small_airport,Jecan Airport,37.38750076293945,-103.69100189208984,5100.0,,US,06CO,
388,small_airport,William P Gwinn Airport,26.90839958190918,-80.32890319824219,28.0,,US,06FA,
389,small_airport,Grass Roots Airpark,28.641700744628903,-81.88500213623047,105.0,,US,06FD,
393,small_airport,Rich Field,41.841400146484375,-91.83429718017578,880.0,,US,06IA,
394,small_airport,Larkin Airport,43.46269989013672,-116.35900115966795,2750.0,,US,06ID,
395,small_airport,Humm Airport,41.5994987487793,-88.86990356445312,708.0,,US,06IL,
397,small_airport,Sinele Strip,40.5463981628418,-91.27429962158205,695.0,,US,06IS,
407,small_airport,Pike Field Airport,47.6519012451,-92.4167022705,1463.0,,US,06MN,
408,small_airport,Noahs Ark Airport,39.23059844970703,-94.8043975830078,755.0,,US,06MO,
409,small_airport,Torgerson Airport,48.55830001831055,-112.10900115966795,3541.0,,US,06MT,
410,small_airport,Randall Airport,41.43199920654297,-74.3916015625,523.0,,US,06N,
411,small_airport,Tailwinds Airport,34.82749938964844,-78.9302978515625,163.0,,US,06NC,
412,small_airport,Fitterer's Strip,46.7489013671875,-101.66899871826172,2180.0,,US,06ND,
414,small_airport,Cole Farm Airport,42.92839813232422,-70.97309875488281,160.0,,US,06NH,
416,small_airport,Silver Creek Airport,39.098333,-114.150277,5556.0,,US,06NV,
417,small_airport,Murphy Field,42.836797,-76.437614,1100.0,,US,06NY,
419,small_airport,Hal Joy Airfield,41.50979995727539,-80.59120178222656,1160.0,,US,06OH,
420,small_airport,Green Acres Airport,39.73479843139648,-84.3822021484375,915.0,,US,06OI,
422,small_airport,Hayden Mountain Airport,45.4650993347168,-123.08000183105467,850.0,,US,06OR,
423,small_airport,Freefall Oz Airport,41.995792,-78.288152,1440.0,,US,06PA,
426,small_airport,Grawunder Field,29.9419002532959,-96.24610137939452,289.0,,US,06R,
427,small_airport,Beyer Farm Airport,37.58390045166016,-97.25309753417967,1340.0,,US,06SN,
428,small_airport,Glaser Field,30.90850067138672,-97.1168975830078,480.0,,US,06TA,
429,small_airport,Ainsworth Airport,30.312700271606445,-95.0269012451172,129.0,,US,06TE,
430,small_airport,Hunter STOLport,35.69729995727539,-86.95690155029297,640.0,,US,06TN,
432,small_airport,6 Mile Airpark,30.860024,-100.201996,2165.0,,US,06TT,
433,small_airport,Diamond N Ranch Airport,30.057919,-95.812489,215.0,,US,06TX,
434,small_airport,Mount Horeb Field,38.249000549316406,-78.85530090332031,1160.0,,US,06VA,
436,small_airport,Young Private Airport,45.66270065307617,-92.45020294189452,1075.0,,US,06WI,
437,small_airport,Western Airpark,46.92499923706055,-122.5530014038086,394.0,,US,06WN,
438,small_airport,Campbell Field,33.32469940185547,-97.04419708251952,546.0,,US,06XS,
439,small_airport,Herman Municipal Airport,45.83000183105469,-96.1605987548828,1068.0,,US,06Y,
440,small_airport,Pan Lake Strip Airport,61.6959639,-149.9549028,357.0,,US,07AA,
442,small_airport,Morrilton Airport,35.19449996948242,-92.80020141601562,300.0,,US,07AR,
444,small_airport,Blue Hill Airport,44.448001861572266,-68.5697021484375,360.0,,US,07B,
446,small_airport,Richvale Airport,39.49769973754883,-121.77100372314452,100.0,,US,07CL,
447,small_airport,Comanche Creek Airport,39.26359939575195,-104.427001953125,6620.0,,US,07CO,
449,small_airport,Tackaberry Airport,43.06449890136719,-82.72380065917969,764.0,,US,07D,
450,small_airport,Ocean Reef Club Airport,25.325399398804,-80.274803161621,8.0,,US,07FA,OCA
453,small_airport,Alcovy Airport,33.67499923706055,-83.76309967041016,750.0,,US,07GA,
455,small_airport,Interstate Airport,42.2781982421875,-113.30500030517578,4580.0,,US,07ID,
457,small_airport,Gray Airport,39.57369995117188,-85.91390228271484,750.0,,US,07IN,
458,small_airport,Central City Municipal - Larry Reineke Field,41.1125984192,-98.0516967773,1717.0,,US,07K,
459,small_airport,Heape Field,37.73419952392578,-96.93669891357422,1321.0,,US,07KS,
460,small_airport,Blue Lick Airport,38.08060073852539,-85.69329833984375,532.0,,US,07KY,
464,small_airport,Baugher's Orchard Airport,39.60829925537109,-77.0519027709961,700.0,,US,07MD,
466,small_airport,Scott Airstrip,43.864200592041016,-85.0239028930664,1065.0,,US,07MI,
467,small_airport,Dairyview Airport,44.05500030517578,-95.90950012207033,1680.0,,US,07MN,
468,small_airport,Lake Sexton Airport,38.655553,-93.624458,880.0,,US,07MO,
469,small_airport,Glasgow Industrial Airport,48.42110061645508,-106.52799987792967,2762.0,,US,07MT,
470,small_airport,Bermudian Valley Airpark,40.01679992675781,-77.00389862060547,470.0,,US,07N,
471,small_airport,Hawks Meadow Airport,34.83319854736328,-80.7511978149414,625.0,,US,07NC,
474,small_airport,Border Line Farm Airport,39.102239,-114.053472,5120.0,,US,07NV,
477,small_airport,Pleasant Valley Airport,34.633399963378906,-99.03369903564452,1322.0,,US,07OK,
478,small_airport,Bruce's Airport,45.42179870605469,-122.62000274658205,250.0,,US,07OR,
479,small_airport,Folmar Airport,40.998889,-78.125278,1690.0,,US,07PN,
480,small_airport,Churchill Airport,39.77280044555664,-99.36009979248048,1965.0,,US,07SN,
481,small_airport,Salaika Aviation Airport,29.240519,-95.344658,30.0,,US,07TA,
482,small_airport,Cuddihy Field,27.721099853515625,-97.51280212402344,39.0,,US,07TE,
483,small_airport,Corntassel Airport,35.568599700927734,-84.24109649658203,970.0,,US,07TN,
484,small_airport,Cross-Country Estates Airport,30.625,-97.5727996826172,690.0,,US,07TS,
486,small_airport,E Northrop Grumman Airport,41.716667,-112.447222,4480.0,,US,07UT,
487,small_airport,Alpha Hotel Airport,36.81959915161133,-78.78309631347656,350.0,,US,07VA,
488,small_airport,Meadow STOLport,44.44720077514648,-72.91470336914062,801.0,,US,07VT,
493,small_airport,Hill City-Quadna Mountain Airport,46.95550155639648,-93.5969009399414,1289.0,,US,07Y,
494,small_airport,Fisher Airport,61.569639,-149.724439,200.0,,US,08AK,
498,small_airport,Merrymeeting Field,44.0,-69.88710021972656,65.0,,US,08B,
500,small_airport,Kistler Ranch Airport,37.85960006713867,-120.5540008544922,1025.0,,US,08CL,
502,small_airport,Terra Firma Airport,38.73249816894531,-104.04100036621094,5600.0,,US,08CO,
504,small_airport,City of Coalgate Airport,34.53179931640625,-96.23310089111328,615.0,,US,08F,
505,small_airport,Duda Airstrip,26.57979965209961,-81.48370361328125,35.0,,US,08FA,
506,small_airport,Sunniland Ranch Airport,27.363100051879883,-80.77279663085938,65.0,,US,08FD,
507,small_airport,J. H. Hendrie Farms Airport,27.08449935913086,-81.32869720458984,103.0,,US,08FL,
509,small_airport,Sapelo Island Airport,31.425800323486328,-81.28589630126953,12.0,,US,08GA,
510,small_airport,Symms Airport,43.56930160522461,-116.7770004272461,2680.0,,US,08ID,
514,small_airport,Hemmer RLA Restricted Landing Area,37.9777984619,-89.20290374759999,400.0,,US,08IS,
515,small_airport,Alderson Airport,39.034698486328125,-97.58000183105467,1250.0,,US,08KS,
517,small_airport,Boss Airport,36.972599029541016,-84.6260986328125,820.0,,US,08KY,
519,small_airport,Sauer Airport,41.07529830932617,-88.48919677734375,665.0,,US,08LL,
520,small_airport,Aeleron Airport,30.403600692749023,-92.02359771728516,51.0,,US,08LS,
521,small_airport,Wormid Airport,42.29399871826172,-71.49620056152344,360.0,,US,08MA,
523,small_airport,Lindbergh Airport,44.81420135498047,-70.34529876708984,554.0,,US,08ME,
526,small_airport,Twin Oaks Airport,37.395599365234375,-94.28379821777344,955.0,,US,08MO,
527,small_airport,Williams Field,34.66220093,-89.86830139,345.0,,US,08MS,
528,small_airport,Matovich Airport,47.065679,-108.809624,3450.0,,US,08MT,
529,small_airport,Keller Brothers Airport,40.29180145263672,-76.32879638671875,550.0,,US,08N,
530,small_airport,Whiteheart Farm Airport,36.06760025024414,-80.4655990600586,750.0,,US,08NC,
531,small_airport,Brecht Strip,47.32310104370117,-102.0979995727539,1990.0,,US,08ND,
532,small_airport,Laurel Municipal Airport,42.43170166015625,-97.07949829101562,1467.0,,US,08NE,
535,small_airport,Md1 Airport,41.36809921264648,-74.50559997558594,650.0,,US,08NY,
536,small_airport,Kenley Airport,41.29169845581055,-80.5636978149414,1230.0,,US,08OH,
537,small_airport,Parks Airport,34.93149948120117,-95.25830078125,635.0,,US,08OK,
538,small_airport,Broken B Airport,35.408087,-98.605477,1518.0,,US,08OL,
539,small_airport,Saxon Sycan Airport,42.839298248291016,-121.11699676513672,4990.0,,US,08OR,
542,small_airport,Richmond Airport,41.48949813842773,-71.62059783935547,130.0,,US,08R,
