,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,gps_code,iata_code
34588,small_airport,New London Airport,37.27180099487305,-79.33589935302734,849.0,,US,KW90,
34589,small_airport,Smith Mountain Lake Airport,37.10770034790039,-79.59249877929688,892.0,,US,KW91,
34590,small_airport,Camp Peary Landing Strip,37.30559921,-76.63749695,41.0,,US,KW94,
34591,small_airport,Ocracoke Island Airport,35.101200103759766,-75.96600341796875,5.0,,US,KW95,
34592,small_airport,New Kent County Airport,37.5032,-77.125501,123.0,,US,,
34593,small_airport,Grant County Airport,38.9948997498,-79.1458969116,963.0,,US,W99,PGC
34594,small_airport,Wallops Flight Facility Airport,37.9402008057,-75.4664001465,40.0,,US,KWAL,WAL
34595,small_airport,Greene County Airport,39.90010071,-80.13310242,1069.0,,US,KWAY,WAY
34596,small_airport,Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,545.0,,US,KWBW,WBW
34597,small_airport,Enid Woodring Regional Airport,36.3791999817,-97.7910995483,1167.0,,US,KWDG,WDG
34598,small_airport,Barrow County Airport,33.98289871,-83.66739655,943.0,,US,KWDR,WDR
34600,small_airport,Whiteman Airport,34.2593002319,-118.413002014,1003.0,,US,KWHP,WHP
34601,medium_airport,General WM J Fox Airfield,34.74110031,-118.2190018,2351.0,,US,KWJF,WJF
34603,small_airport,Strother Field,37.168598,-97.037598,1160.0,,US,KWLD,WLD
34604,small_airport,Willows Glenn County Airport,39.51639938,-122.2180023,141.0,,US,KWLW,WLW
34605,medium_airport,Winnemucca Municipal Airport,40.8965988159,-117.805999756,4308.0,,US,KWMC,WMC
34607,large_airport,Robins Air Force Base,32.6400985718,-83.5919036865,294.0,,US,KWRB,WRB
34608,medium_airport,Mc Guire Air Force Base,40.0155983,-74.59169769,131.0,,US,KWRI,WRI
34609,medium_airport,Worland Municipal Airport,43.965698,-107.950996,4227.0,,US,KWRL,WRL
34610,small_airport,Condron Army Air Field,32.34149933,-106.4029999,3934.0,,US,KWSD,WSD
34611,small_airport,Westerly State Airport,41.3496017456,-71.8033981323,81.0,,US,KWST,WST
34613,small_airport,Watsonville Municipal Airport,36.9356994629,-121.790000916,163.0,,US,KWVI,WVI
34614,small_airport,Waterville Robert Lafleur Airport,44.5331993103,-69.6754989624,333.0,,US,KWVL,WVL
34615,medium_airport,Cape May County Airport,39.0084991455,-74.9083023071,23.0,,US,KWWD,WWD
34616,medium_airport,West Woodward Airport,36.438,-99.5226667,2189.0,,US,KWWR,WWR
34618,medium_airport,Kiwayu Airport,-1.960559964179993,41.29750061035156,21.0,AF,KE,,KWY
34619,medium_airport,Yellowstone Airport,44.68840027,-111.1179962,6649.0,,US,KWYS,WYS
34620,small_airport,Orlando Apopka Airport,28.707199096679688,-81.58170318603516,143.0,,US,KX04,
34621,small_airport,Pilot Country Airport,28.3302993774,-82.4964981079,80.0,,US,X05,
34622,small_airport,Arcadia Municipal Airport,27.195549,-81.837287,63.0,,US,,
34623,small_airport,Lake Wales Municipal Airport,27.893800735473636,-81.62039947509766,127.0,,US,KX07,
34624,small_airport,Belle Glade State Municipal Airport,26.700899124145508,-80.66230010986328,14.0,,US,KX10,
34625,small_airport,Carrabelle Thompson Airport,29.842199325561523,-84.70099639892578,20.0,,US,KX13,
34626,small_airport,La Belle Municipal Airport,26.74419975,-81.43260193,20.0,,US,X14,
34627,small_airport,Arthur Dunn Air Park,28.622299194335938,-80.83570098876953,30.0,,US,KX21,
34628,small_airport,Sebastian Municipal Airport,27.812599182128903,-80.49590301513672,21.0,,US,KX26,
34629,small_airport,Dunnellon Marion Co & Park of Commerce Airport,29.0618,-82.37660217,65.0,,US,X35,
34630,small_airport,Tampa North Aero Park Airport,28.2213001251,-82.37449646,68.0,,US,X39,KYO
34631,small_airport,Sunray Airport,36.029202,-101.829002,3507.0,,US,,
34632,small_airport,South Lakeland Airport,27.933399200439453,-82.04399871826172,110.0,,US,KX49,
34633,small_airport,Massey Ranch Airpark,28.978900909423828,-80.92510223388672,12.0,,US,KX50,
34634,small_airport,Miami Homestead General Aviation Airport,25.499201,-80.554296,7.0,,US,,
34635,small_airport,Benger Air Park,34.654202,-102.692,4003.0,,US,,
34636,small_airport,Indiantown Airport,27.036399841308597,-80.44010162353516,30.0,,US,KX58,
34637,small_airport,Valkaria Airport,27.96199989,-80.55979919,26.0,,US,KX59,
34638,small_airport,Williston Municipal Airport,29.35420036315918,-82.472900390625,76.0,,US,KX60,
34640,small_airport,Bridgeport Municipal Airport,33.175301,-97.8284,852.0,,US,KXBP,
34641,small_airport,Flagler Executive Airport,29.4674,-81.206299,33.0,,US,KFIN,
34642,small_airport,Allentown Queen City Municipal Airport,40.570105,-75.486763,399.0,,US,KXLL,
34643,medium_airport,Cape Canaveral AFS Skid Strip,28.4675998688,-80.56659698490002,10.0,,US,KXMR,
34644,medium_airport,Northwest Arkansas Regional Airport,36.281898,-94.306801,1287.0,,US,KXNA,XNA
34645,small_airport,Andrew Othole Memorial Airport,35.060675,-108.9376,6370.0,,US,KXNI,
34646,small_airport,North Air Force Auxillary Airfield,33.609355,-81.08328,321.0,,US,KXNO,
34647,small_airport,Tappahannock-Essex County Airport,37.8596,-76.894096,135.0,,US,KXSA,
34648,medium_airport,Homey (Area 51) Airport,37.23500061035156,-115.81099700927734,4462.0,,US,KXTA,
34649,small_airport,Longville Municipal Airport,46.9902,-94.204002,1334.0,,US,KXVG,
34657,small_airport,Springfield Municipal Airport,42.880001068115234,-97.90119934082033,1324.0,,US,KY03,
34658,small_airport,Marv Skie / Lincoln County Airport,43.455213,-96.801448,1515.0,,US,,
34659,small_airport,Mandan Municipal Airport,46.7681999206543,-100.8939971923828,1944.0,,US,KY19,
34660,small_airport,Chetek Municipal Southworth Airport,45.30619812,-91.63619995,1055.0,,US,KY23,
34661,small_airport,Standing Rock Airport,46.06639862060547,-100.63500213623048,1633.0,,US,KY27,
34662,small_airport,West Branch Community Airport,44.244801,-84.179802,882.0,,US,,WBK
34663,small_airport,Park River W C Skjerven Field,48.39400101,-97.78079987,1104.0,,US,KY37,
34664,small_airport,Anita Municipal Airport-Kevin Burke Memorial Field,41.4403,-94.769699,1251.0,,US,,
34665,small_airport,Oakland Southwest Airport,42.50310134887695,-83.62370300292969,926.0,,US,KY47,
34666,small_airport,Wautoma Municipal Airport,44.04159927368164,-89.30449676513672,859.0,,US,KY50,
34667,small_airport,Viroqua Municipal Airport,43.57939910888672,-90.91310119628906,1292.0,,US,KY51,
34668,small_airport,Crandon Municipal Airport,45.5166015625,-88.93340301513672,1646.0,,US,KY55,
34669,small_airport,Campbell-Pratt Airport,45.406239,-84.599115,602.0,,US,KY65,
34670,small_airport,Ionia County Airport,42.9379997253418,-85.06050109863281,818.0,,US,KY70,
34671,small_airport,Bloyer Field,43.97499847,-90.48349762,966.0,,US,KY72,
34672,small_airport,Parshall Hankins Airport,47.9364013671875,-102.14199829101562,2031.0,,US,KY74,
34673,small_airport,Hancock County-Ron Lewis Field,37.953196,-86.857158,412.0,,US,,
34674,small_airport,Sandusky City Airport,43.454200744628906,-82.84940338134766,776.0,,US,KY83,
34675,small_airport,Kalkaska City Airport,44.72520065307617,-85.2031021118164,1030.0,,US,KY89,
34676,small_airport,Atlanta Municipal Airport,45.0,-84.13330078125,875.0,,US,KY93,
34677,small_airport,East Jordan City Airport,45.130953,-85.107822,642.0,,US,,
34678,small_airport,Hillman Airport,45.08330154418945,-83.94029998779297,850.0,,US,KY95,
34679,medium_airport,Willow Run Airport,42.23789978,-83.53040314,716.0,,US,KYIP,YIP
34680,medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099.0,,US,KYKM,YKM
34681,medium_airport,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,1306.0,,US,KYKN,YKN
34683,medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,1192.0,,US,KYNG,YNG
34685,small_airport,Arkalyk Airport,50.23949813842773,66.94100189208984,1152.0,AS,KZ,,
34686,small_airport,Arys Northeast Airport,42.47029876708984,68.83820343017578,750.0,AS,KZ,,
34687,small_airport,Badam Airport,42.391300201416016,69.28050231933594,1102.0,AS,KZ,,
34688,small_airport,Buzachi Airport,45.19729995727539,51.347900390625,1.0,AS,KZ,,
34689,small_airport,Chilik Southeast Airfield,43.22359848022461,78.7323989868164,4497.0,AS,KZ,,
34690,small_airport,Chimkent/Sayram Airport,42.29349899291992,69.84559631347656,2470.0,AS,KZ,,
34692,small_airport,Gurvey Northeast Airport,47.22420120239258,52.0078010559082,100.0,AS,KZ,,
34693,small_airport,Iliysk North Airport,43.99829864501953,77.13909912109375,2343.0,AS,KZ,,
34694,small_airport,Zhetygen Airport,43.733101,77.119404,1638.0,AS,KZ,,
34695,small_airport,Karabulak Airport,42.50289916992188,69.8031005859375,1670.0,AS,KZ,,
34696,small_airport,Kok-Tyube Airport,42.88560104370117,68.9791030883789,781.0,AS,KZ,,
34697,small_airport,Kostanay Airport,53.22959899902344,63.60319900512695,549.0,AS,KZ,,
34698,small_airport,Sarkand Airport,45.41859817504883,79.93170166015625,2500.0,AS,KZ,,
34699,medium_airport,Taldykorgan Airport,45.12620162963867,78.4469985961914,1925.0,AS,KZ,UAAT,TDK
34700,small_airport,Uzen Airport,43.34640121459961,52.93040084838867,695.0,AS,KZ,,
34701,small_airport,Yeskiikan Southeast Airport,43.26559829711914,68.6427001953125,896.0,AS,KZ,,
34702,small_airport,Zakirovskiy Airport,43.448002,77.049599,2038.0,AS,KZ,UAAC,
34703,small_airport,Zhilga South Airport,41.69940185546875,69.00460052490234,1318.0,AS,KZ,,
34704,small_airport,Abay Bazar Airport,41.36220169067383,68.98760223388672,1179.0,AS,KZ,,
34705,small_airport,Almaty North Airport,43.37300109863281,76.9800033569336,2159.0,AS,KZ,,
34706,small_airport,Aitbuzum East Airport,41.09629821777344,68.68250274658203,965.0,AS,KZ,,
34708,small_airport,Arkaylyk South Airport,50.25979995727539,66.910400390625,1118.0,AS,KZ,,
34710,small_airport,Blinkovo Airport,42.25559997558594,70.12580108642578,3571.0,AS,KZ,,
34711,small_airport,Bugun Airport,42.75749969482422,68.97959899902344,803.0,AS,KZ,,
34712,small_airport,Burynshik Airport,45.38560104370117,51.76649856567383,1.0,AS,KZ,,
34713,small_airport,Burynshik Southeast Airport,45.34389877319336,51.82680130004883,1.0,AS,KZ,,
34714,small_airport,Chikment / Khatynkopir Airport,42.4640998840332,69.60099792480469,1530.0,AS,KZ,,
34715,small_airport,Chubarovka Airport,42.57350158691406,69.3644027709961,1100.0,AS,KZ,,
34716,small_airport,Dzhetygara Airport,52.20479965209961,61.17549896240234,905.0,AS,KZ,,
34717,small_airport,Moinkum Airport,43.610131,74.279132,3120.0,AS,KZ,,
34718,small_airport,Karaganda Southeast Airport,49.80770111083984,73.14140319824219,1800.0,AS,KZ,,
34719,small_airport,Karaganda Southwest Airport,49.66510009765625,72.981201171875,1634.0,AS,KZ,,
34720,small_airport,Karazhal Airport,47.992801666259766,70.7748031616211,2155.0,AS,KZ,,
34721,small_airport,Kegan Airport,43.007598876953125,79.22270202636719,6051.0,AS,KZ,,
34722,small_airport,Kentau Airport,43.48830032348633,68.49549865722656,1275.0,AS,KZ,,
34723,small_airport,Kokchetav Airport,53.324100494384766,69.36900329589844,731.0,AS,KZ,,
34724,small_airport,Krasnyy Most East Airport,42.76910018920898,69.27999877929688,991.0,AS,KZ,,
34725,small_airport,Kyzylasker Airport,42.60860061645508,69.58999633789062,1231.0,AS,KZ,,
34726,small_airport,Kyzylkishlak Airport,42.55070114135742,69.6583023071289,1457.0,AS,KZ,,
34727,small_airport,Kzyl-Orda Airport,44.81570053100586,65.55699920654297,410.0,AS,KZ,,
34728,small_airport,Narynkol Airport,42.720001220703125,80.18609619140625,6012.0,AS,KZ,,
34729,small_airport,Novotroitskoye Airport,43.702801,73.745003,1487.0,AS,KZ,UAAZ,
34730,small_airport,Obruchevka Airport,42.51070022583008,69.11589813232422,912.0,AS,KZ,,
34731,small_airport,Pervomoyevka Airport,42.09469985961914,69.90149688720703,2949.0,AS,KZ,,
34732,small_airport,Petropavlosk North Airport,54.96749877929688,69.06719970703125,295.0,AS,KZ,,
34733,small_airport,Podgorny Airport,43.11069869995117,72.44779968261719,2150.0,AS,KZ,,
34734,small_airport,Rodnikovskiy Airport,50.641300201416016,57.1693000793457,1191.0,AS,KZ,,
34735,small_airport,Sary Agach Airport,41.456199645996094,69.14189910888672,1418.0,AS,KZ,,
34736,small_airport,Shagyr Airport,42.17369842529297,68.84100341796875,1006.0,AS,KZ,,
34737,small_airport,Shelpe Southeast Airport,44.06859970092773,52.2765007019043,935.0,AS,KZ,,
34738,small_airport,Stepnoye East Airport,41.62519836425781,69.39739990234375,1718.0,AS,KZ,,
34739,small_airport,Stepnoye West Airport,41.62139892578125,69.30329895019531,1700.0,AS,KZ,,
34740,small_airport,Syugaty Airport,43.17229843139648,74.62200164794922,2030.0,AS,KZ,,
34741,small_airport,Taganassay Airport,42.21810150146485,69.00440216064453,1035.0,AS,KZ,,
34742,small_airport,Tamerlanovka Airport,42.61449813842773,69.2490005493164,1033.0,AS,KZ,,
34743,small_airport,Togyzbay Airport,41.361698150634766,68.74109649658203,1005.0,AS,KZ,,
34744,small_airport,Turkestan Airport,43.27690124511719,68.19039916992188,669.0,AS,KZ,UAJT,
34745,small_airport,Uralsk West Airport,51.19609832763672,51.29940032958984,125.0,AS,KZ,,
34746,small_airport,Ush Tobe Airport,50.57619857788086,66.74220275878906,985.0,AS,KZ,,
34747,small_airport,Volskoye Airport,50.38880157470703,73.09420013427734,1808.0,AS,KZ,,
34750,medium_airport,Krainiy Airport,45.621994,63.210773,317.0,AS,KZ,UAOL,BXY
34751,medium_airport,Kurchatov Airfield,50.73500061035156,78.54000091552734,,AS,KZ,,
34752,medium_airport,Zhangiztobe Air Base,49.220001220703125,81.30999755859375,,AS,KZ,,
34753,small_airport,Zhosaly Airport,45.51499938964844,64.08499908447266,335.0,AS,KZ,,
34758,small_airport,Charyn Airfield,43.720001220703125,79.4749984741211,,AS,KZ,,
34759,small_airport,Blagoveshchenskoye-Chu Airport,43.259973,74.038989,1795.0,AS,KZ,,
34763,small_airport,Akkala Airport,47.784326,82.65697,1890.0,AS,KZ,,
34764,small_airport,Zubovsk Airport,49.800103,84.214661,,AS,KZ,,
34765,small_airport,Usharal Airport,46.190767,80.830922,1288.0,AS,KZ,UAAL,USJ
34766,small_airport,Akchatau Airport,47.891086,74.054011,2135.0,AS,KZ,,
34767,small_airport,Gora Sasyrly Airport,47.17,71.39,1800.0,AS,KZ,,
34768,small_airport,Koktas Southwest Airport,47.351,70.616,1474.0,AS,KZ,,
34769,small_airport,Koktas Airport,47.341,70.684,1504.0,AS,KZ,,
34770,small_airport,Cambala Airport,46.02491,73.494567,1330.0,AS,KZ,,
34771,small_airport,Jeppesen Avia Club Airport,44.564,76.6392,1345.0,AS,KZ,,
34772,small_airport,Yrgyz Airport,48.626201,61.2373,375.0,AS,KZ,,
34773,small_airport,Beyneu Airport,45.33196,55.12443,10.0,AS,KZ,,
34774,small_airport,Novotroitskoye Airport,53.9114,61.5384,745.0,AS,KZ,,
34782,medium_airport,Dolon Air Base,50.540000915527344,79.19000244140625,705.0,AS,KZ,,
34783,small_airport,Atbasar Airport,51.852306,68.366892,1010.0,AS,KZ,,ATX
34784,small_airport,Eglin Auxiliary Field 6 Airport,30.6336994171,-86.7426986694,120.0,,US,KZ01,
34785,small_airport,Pacemaker Landing Zone Airport,47.02170181274414,-122.4459991455078,397.0,,US,KZ10,
34794,small_airport,Ottawa Executive Airport,42.81719970703125,-85.9281005859375,740.0,,US,KZ98,
34796,small_airport,Elkin Municipal Airport,36.27999877929688,-80.78610229492188,1068.0,,US,KZEF,
34797,small_airport,Schuylkill County /Joe Zerbey/ Airport,40.70650101,-76.37310028,1729.0,,US,KZER,
34798,small_airport,Kaintiba Airport,-7.50025,146.033833333,2050.0,OC,PG,AYKT,KZF
34799,small_airport,Zephyrhills Municipal Airport,28.2282009125,-82.15589904790001,90.0,,US,KZPH,ZPH
34800,small_airport,Black Rock Airport,35.08319854736328,-108.79199981689452,6454.0,,US,KZUN,
34801,medium_airport,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,900.0,,US,KZZV,ZZV
34803,small_airport,Fallbrook Community Airpark,33.35419845581055,-117.2509994506836,708.0,,US,L18,
34804,small_airport,Coal Creek Airport,65.3113021850586,-143.13499450683594,850.0,,US,L20,
34805,small_airport,Pearce Ferry Airport,36.09360122680664,-114.0459976196289,2941.0,,US,L25,
34806,small_airport,Rio Linda Airport,38.67499923706055,-121.44499969482422,45.0,,US,L36,
34807,small_airport,Grand Canyon Caverns Airport,35.52830123901367,-113.24700164794922,5386.0,,US,L37,
34809,small_airport,Moundville Airport,32.96820068359375,-87.6406021118164,162.0,,US,L44,
34810,small_airport,Oceano County Airport,35.10139846801758,-120.62200164794922,14.0,,US,L52,
34811,small_airport,Lodi Airpark,38.08409881591797,-121.31600189208984,25.0,,US,L53,
34812,small_airport,Agua Caliente Airport,32.95009994506836,-116.29299926757812,1220.0,,US,L54,
34813,small_airport,Hidden Hills Airport,36.00640106201172,-115.86299896240234,2808.0,,US,L57,
34814,small_airport,Shoshone Airport,35.96860122680664,-116.2689971923828,1568.0,,US,L61,
34815,small_airport,Jacumba Airport,32.61600112915039,-116.16500091552734,2844.0,,US,L78,
34819,small_airport,Kibs Air Park,30.3813,-92.146004,51.0,,US,7LA4,
34820,small_airport,Ocotillo Airport,33.150001525878906,-116.13300323486328,160.0,,US,L90,
34821,small_airport,Alamo Landing Field,37.36249923706055,-115.19400024414062,3719.0,,US,L92,
34829,small_airport,Millers Flying Service Airport,30.48349952697754,-92.54679870605467,44.0,,US,LA01,
34835,small_airport,Price Ultralightport,30.51749992370605,-90.00830078125,50.0,,US,LA07,
34841,small_airport,Shaw Crop Service Airport,30.57819938659668,-90.31590270996094,95.0,,US,LA13,
34843,small_airport,Wilbert Airport,30.259899139404297,-91.28620147705078,12.0,,US,LA15,
34844,small_airport,Castille Field,30.246000289916992,-91.8667984008789,25.0,,US,LA16,
34849,small_airport,Chloe Airport,30.25489997863769,-93.13520050048828,10.0,,US,LA21,
34853,small_airport,Central Farmers Coop Airport,30.697399139404297,-92.41400146484376,68.0,,US,LA25,
34854,small_airport,Unicorn Airport,30.66110038757324,-90.2332992553711,147.0,,US,LA26,
34858,small_airport,Phoenix Airport,30.248199462890625,-92.24169921875,31.0,,US,LA30,
34859,small_airport,Gotreaux Strip,30.200000762939453,-92.93329620361328,16.0,,US,LA31,
34860,small_airport,Lake Air Service Airport,30.094679,-92.70092,11.0,,US,LA32,
34861,small_airport,Cuba Farm Airport,32.575997,-92.108324,80.0,,US,LA33,
34862,small_airport,Reno Flight Park Airport,32.40520095825195,-92.06639862060548,68.0,,US,LA34,
34863,small_airport,Summerville Airstrip,31.161677,-92.421551,77.0,,US,LA35,
34864,small_airport,Whitehall Field Ultralightport,30.07980537,-90.8932724,16.0,,US,LA36,
34868,small_airport,F L Braughton Airport,31.338428,-91.593332,50.0,,US,LA40,
34869,small_airport,Dupuis Airport,30.315667,-91.940778,20.0,,US,LA41,
34870,small_airport,Capozzoli Airport,30.3503,-90.922203,24.0,,US,6LA2,
34874,small_airport,Omni Airport,30.505669,-91.308618,24.0,,US,LA46,
34876,small_airport,Max Airport,30.993900299072266,-92.04460144042967,55.0,,US,LA48,
34879,small_airport,Stuart Airstrip,32.017444,-93.431792,130.0,,US,LA51,
34880,small_airport,T & M Ag Aviation Airport,32.698883,-93.822847,185.0,,US,,
34881,small_airport,Tensas Flying Service Airport,31.9775,-91.263889,96.0,,US,LA53,
34882,small_airport,Gilliam Airport,32.840474,-93.839898,194.0,,US,LA54,
34884,small_airport,Naylor Airport,32.341801,-93.658501,155.0,,US,LA56,
34885,small_airport,Kinder Ag Service Airport,30.399099,-92.408997,45.0,,US,LA57,
34886,small_airport,Peter Creek Ranch Airport,32.979000091552734,-92.59320068359376,200.0,,US,LA58,
34888,small_airport,Live Oak Landing Strip,29.824421,-92.115511,6.0,,US,LA60,
34889,small_airport,Kenan Airstrip,30.008627,-92.238841,20.0,,US,LA61,
34891,small_airport,Travis Airport,32.97169876098633,-91.83080291748048,122.0,,US,LA63,
34895,small_airport,Angola Airstrip,30.95159912109375,-91.58480072021484,45.0,,US,LA67,
34896,small_airport,Zaunbrecher Strip,30.31579971313477,-92.5198974609375,26.0,,US,LA68,
34899,small_airport,O'Brien Flying Service Airport,30.22439956665039,-93.0001983642578,26.0,,US,LA71,
34901,small_airport,Huffaker Field,29.60860061645508,-90.80229949951172,6.0,,US,LA73,
34903,small_airport,Glenn's Strip Ultralightport,30.2052784,-92.21444702,29.0,,US,LA75,
34904,small_airport,Spillers Club Airport,30.229400634765625,-91.9084014892578,16.0,,US,LA76,
34905,small_airport,Tebow Airport,30.9632,-92.174599,60.0,,US,LA77,
34907,small_airport,Sycamore Airport,30.7185001373291,-90.35790252685548,180.0,,US,LA79,
34911,small_airport,McCutcheon Field,30.886467,-91.03117,272.0,,US,LA83,
34915,small_airport,Covington-Vincent Airport,30.509599685668945,-90.15290069580078,35.0,,US,LA87,
34918,small_airport,Walsh Airport,30.294333775838,-92.426200866699,26.0,,US,LA90,
34919,small_airport,Gary Landing Strip Ultralightport,30.22130012512207,-91.83350372314452,21.0,,US,LA91,
34929,small_airport,Layang-Layang Airport,7.37157011032,113.84400177,7.0,AS,MY,,LAC
34933,small_airport,Korçë Northwest Airport,40.651741,20.741715,665.0,EU,AL,LAKO,
34934,medium_airport,Kukës International Airport,42.035802,20.415955,1120.0,EU,AL,LAKU,
34935,medium_airport,Kuçovë Air Base,40.77190017700195,19.901899337768555,135.0,EU,AL,LAKV,
34937,small_airport,Sarandë Airfield,39.876113,20.037663,,EU,AL,LASR,
34938,large_airport,Tirana International Airport Mother Teresa,41.4146995544,19.7206001282,126.0,EU,AL,LATI,TIA
34943,small_airport,Baadarâne Airport,33.636065,35.614209,,AS,LB,,
34945,small_airport,Marjayoun Airfield,33.294663,35.578101,,AS,LB,,
34946,small_airport,Tel al Zaatar Airfield,33.86781,35.55294,,AS,LB,,
34947,small_airport,Tsalapita Airfield,42.188747,24.535716,630.0,EU,BG,LBTS,
34948,small_airport,Sofia West Airport,42.444199,22.9835,625.0,EU,BG,LBSW,
34949,small_airport,Tenevo Airstrip,42.346401,26.5739,390.0,EU,BG,,
34953,small_airport,Maslarevo Airstrip,43.405399,25.474001,349.0,EU,BG,,
34954,small_airport,Stryama Airfield,42.285301,24.8685,560.0,EU,BG,,
34955,small_airport,Levski Airfield,43.3694,25.149099,150.0,EU,BG,,
34957,small_airport,Leskovo Airfield,43.726601,27.686001,700.0,EU,BG,,
34959,small_airport,Golyama Smolnitsa Airport,43.627899,27.694099,810.0,EU,BG,LB35,
34960,small_airport,Sokolovo Airstrip,43.475601,28.102699,760.0,EU,BG,,
34961,small_airport,Stanke Dimitrov Highway Strip,42.175701,23.0509,3447.0,EU,BG,,
34962,small_airport,Mustrak Airport,41.84000015258789,26.30970001220703,675.0,EU,BG,LB38,
34964,small_airport,Kamenets Airport,43.32730102539063,25.003400802612305,420.0,EU,BG,LB42,
34966,small_airport,Petrich Airport,41.44829940795898,23.217100143432617,371.0,EU,BG,LB45,
34967,small_airport,Bahovitsa Airfield,43.206111,24.655556,,EU,BG,LBBA,
34968,large_airport,Burgas Airport,42.56959915161133,27.515199661254883,135.0,EU,BG,LBBG,BOJ
34969,small_airport,Bohot Airport,43.30638885498047,24.691389083862305,1162.0,EU,BG,LBBO,
34970,small_airport,Byala,43.4634836,25.7116132,,EU,BG,LBBQ,
34972,small_airport,Bazan Airstrip,43.728429,26.119696,,EU,BG,LBBZ,
34973,small_airport,Daskal Atanasovo,42.3213889,25.8936111,129.0,EU,BG,LBDA,
34974,small_airport,Dolna Banya Airport,42.30852890014648,23.820417404174805,1779.0,EU,BG,LBDB,
34975,small_airport,Gorski Izvor Airstrip,42.035833,25.408333,164.0,EU,BG,LBGI,
34976,medium_airport,Gorna Oryahovitsa Airport,43.15140151977539,25.712900161743164,285.0,EU,BG,LBGO,GOZ
34977,small_airport,Grivitsa Airfield,43.415062,24.730515,919.0,EU,BG,LBGR,
34980,small_airport,Ihtiman Airfield,42.42189,23.767221,2113.0,EU,BG,LBHT,
34981,small_airport,Kainardzha Airport,43.970417,27.469557,575.0,EU,BG,LBKJ,
34982,small_airport,Kalvacha Airport,42.58625030517578,25.426250457763672,1083.0,EU,BG,LBKL,
34984,small_airport,Lesnovo Airport,42.634498596191406,23.64644432067871,1825.0,EU,BG,LBLS,
34985,small_airport,Luabo Airport,-18.4139,36.1068,36.0,AF,MZ,,LBM
34986,small_airport,Maritsa Airfield,42.2652,24.7205,630.0,EU,BG,LBMA,
34988,small_airport,Montana,43.3826194,23.2632026,,EU,BG,LBMO,
34989,medium_airport,Plovdiv International Airport,42.067799,24.8508,597.0,EU,BG,LBPD,PDV
34990,medium_airport,Graf Ignatievo Air Base,42.29040145874024,24.714000701904297,190.0,EU,BG,LBPG,
34991,medium_airport,Dolna Mitropoliya Air Base,43.451401,24.5028,330.0,EU,BG,LBPL,
34992,small_airport,Primorsko Airport,42.2596,27.703846,14.0,EU,BG,LBPR,
34994,small_airport,Erden Airport,43.499168,23.304722,617.0,EU,BG,LBRD,
34995,small_airport,Ruse Airport,43.694801,26.0567,614.0,EU,BG,LBRS,ROU
34996,small_airport,Slanchev Bryag Airstrip,42.727816,27.622204,,EU,BG,LBSB,
34998,large_airport,Sofia Airport,42.69669342041016,23.411436080932617,1742.0,EU,BG,LBSF,SOF
34999,small_airport,Sliven Airfield,42.646301,26.3594,656.0,EU,BG,LBSL,
35001,small_airport,Stryama Airfield,42.540279,24.825222,916.0,EU,BG,LBST,
35002,small_airport,Stara Zagora Airport,42.3766667,25.655,558.0,EU,BG,LBSZ,SZR
35003,small_airport,Targovishte Airport / Buhovtsi Airfield,43.306599,26.700899,666.0,EU,BG,LBTG,TGV
35004,small_airport,Vidin Smurdan Airfield,44.0224,22.816099,200.0,EU,BG,LBVD,
35005,small_airport,Vratsa Airport,43.2559,23.5327,935.0,EU,BG,LBVR,
35006,medium_airport,Balchik Airfield,43.423801,28.181299,660.0,EU,BG,LBWB,
35008,large_airport,Varna Airport,43.232101,27.8251,230.0,EU,BG,LBWN,VAR
35010,small_airport,La Cueva Municipal Airport,35.95065,-105.300578,7329.0,,US,,
35011,medium_airport,Ercan International Airport,35.15470123291016,33.49610137939453,404.0,AS,CY,LCEN,ECN
35012,large_airport,Larnaca International Airport,34.875099182128906,33.624900817871094,8.0,AS,CY,LCLK,LCA
35013,small_airport,Loncopue Airport,-38.081902,-70.643898,3627.0,SA,AR,,LCP
35014,large_airport,Paphos International Airport,34.71799850463867,32.48569869995117,41.0,AS,CY,LCPH,PFO
35015,large_airport,RAF Akrotiri,34.590401,32.9879,76.0,EU,GB,LCRA,AKT
35018,medium_airport,Dubrovnik Airport,42.5614013671875,18.268199920654297,527.0,EU,HR,LDDU,DBV
35019,small_airport,Lošinj Island Airport,44.5657997131,14.3930997849,151.0,EU,HR,LDLO,LSZ
35021,small_airport,Osijek-Čepin Airfield,45.5427778,18.6319444,299.0,EU,HR,LDOC,
35022,small_airport,Slavonski Jelas Airport,45.15610122680664,17.988100051879883,276.0,EU,HR,LDOR,
35023,medium_airport,Osijek Airport,45.46269989013672,18.810199737548828,290.0,EU,HR,LDOS,OSI
35024,small_airport,Vinkovci Sopot Airport,45.2510986328125,18.75919914245605,266.0,EU,HR,LDOV,
35025,medium_airport,Pula Airport,44.89350128173828,13.922200202941896,274.0,EU,HR,LDPL,PUY
